number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status,outcome
1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,3,79,0,11/23/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,110,Online,0,0,0,117.9,0,8/15/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100,0,6/5/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,83.9,1,3/2/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,117,Offline,0,0,0,72.25,0,8/24/2018,Canceled,1
2,2,2,3,Meal Plan 1,0,Room_Type 6,66,Online,0,0,0,177.66,3,9/4/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,90,0,5/17/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,97.2,2,11/4/2018,Not_Canceled,0
2,2,0,3,Meal Plan 1,0,Room_Type 2,43,Online,0,0,0,86.75,1,1/14/2018,Not_Canceled,0
2,0,0,3,Meal Plan 2,0,Room_Type 1,1,Corporate,0,0,0,146,0,9/29/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,0,90,0,9/9/2017,Not_Canceled,0
2,2,1,1,Meal Plan 1,0,Room_Type 6,11,Online,0,0,0,225,2,4/30/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,81,1,2/26/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,128,0,10/2/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,70,0,12/9/2017,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,31,Online,0,0,0,71.1,1,3/17/2018,Not_Canceled,0
2,0,2,4,Not Selected,0,Room_Type 1,1,Online,0,0,0,81,0,8/8/2017,Not_Canceled,0
1,0,2,1,Meal Plan 2,0,Room_Type 1,4,Offline,0,0,0,87,0,1/2/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,70.99,2,4/9/2018,Not_Canceled,0
1,0,2,0,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,84,0,5/8/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110,0,11/1/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102,0,9/25/2017,Canceled,1
1,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,96,0,5/3/2018,Not_Canceled,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,86,1,3/5/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,108,1,3/21/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,7/1/2017,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,64.64,0,1/10/2018,Not_Canceled,0
2,0,2,7,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,47.78,0,11/6/2017,Not_Canceled,0
3,0,2,5,Meal Plan 1,0,Room_Type 4,140,Online,0,0,0,132.48,0,7/31/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,67.5,2,2/6/2018,Not_Canceled,0
1,0,1,3,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,80,0,4/28/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,314,Offline,0,0,0,75,0,10/12/2018,Canceled,1
0,2,1,1,Meal Plan 1,0,Room_Type 7,14,Online,0,0,0,0,1,8/13/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,102,2,2/12/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95,0,6/24/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 2,46,Offline,0,0,0,74.8,0,3/18/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75,1,11/14/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,112,1,7/14/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,27,Online,0,0,0,77,1,1/29/2018,Not_Canceled,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,1,Offline,0,0,0,47.25,0,8/29/2017,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95,0,10/13/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,81,Offline,0,0,0,65,0,3/25/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,124,2,9/18/2017,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 4,267,Online,0,0,0,115.2,0,10/1/2018,Canceled,1
2,0,1,2,Not Selected,0,Room_Type 1,86,Online,0,0,0,108,2,10/10/2018,Not_Canceled,0
3,0,0,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,142.2,0,9/2/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,74.15,1,4/26/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,95,0,6/14/2018,Canceled,1
2,1,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,158,2,12/30/2018,Not_Canceled,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61,0,2/28/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105,0,9/24/2017,Not_Canceled,0
1,0,1,2,Not Selected,0,Room_Type 1,11,Offline,0,0,0,54.8,0,3/7/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,105.3,1,4/11/2018,Not_Canceled,0
2,0,2,2,Not Selected,0,Room_Type 1,157,Online,0,0,0,87.13,0,7/16/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,17,Online,0,0,0,73.92,0,9/10/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,23,Offline,0,0,0,75,1,10/21/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75,0,4/6/2018,Canceled,1
2,0,0,5,Meal Plan 1,0,Room_Type 1,142,Online,0,0,0,99.45,0,7/12/2018,Canceled,1
1,0,0,4,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,77.23,3,11/2/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80,0,5/19/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,218,Online,0,0,0,122.4,1,10/5/2018,Canceled,1
3,0,0,3,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,82,1,3/22/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,190,Offline,0,0,0,59.16,0,12/1/2018,Not_Canceled,0
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,98,0,12/3/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,149,1,6/3/2018,Not_Canceled,0
2,0,2,5,Not Selected,0,Room_Type 1,97,Online,0,0,0,108,0,10/17/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 2,99,Online,0,0,0,79.5,2,2/14/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,236,Offline,0,0,0,90.95,0,9/3/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,89.53,1,11/10/2017,Canceled,1
1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110,0,7/6/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 4,134,Online,0,0,0,137.7,2,9/29/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,167,Offline,0,0,0,78.2,0,10/5/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110,0,11/1/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,76.5,2,8/21/2017,Not_Canceled,0
2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105,0,10/30/2018,Canceled,1
2,0,1,2,Not Selected,0,Room_Type 1,76,Online,0,0,0,116.1,2,5/16/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 2,124,Online,0,0,0,97.55,0,6/30/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,80.08,1,3/16/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,53,Online,0,0,0,78.35,1,7/1/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,85,0,7/5/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,77,Online,0,0,0,107.1,1,7/5/2018,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 1,240,Online,0,0,0,90.95,0,7/13/2018,Canceled,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,258,Offline,0,0,0,110,0,10/16/2018,Canceled,1
3,0,0,3,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,118,1,2/24/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,161,Online,0,0,0,80.1,3,10/25/2018,Not_Canceled,0
1,0,0,4,Meal Plan 2,0,Room_Type 1,323,Offline,0,0,0,86,0,5/17/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,189,Offline,0,0,0,72.25,0,8/8/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 2,10,Online,0,0,0,119.5,0,5/18/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,137,0,3/31/2018,Canceled,1
1,0,2,5,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,55,0,12/3/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,89.25,0,10/22/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,160,3,10/20/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100,0,10/15/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,114.3,2,7/3/2018,Not_Canceled,0
1,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,86.4,0,11/19/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,282,Online,0,0,0,88.83,1,10/29/2018,Canceled,1
2,0,4,9,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,129,0,5/15/2018,Not_Canceled,0
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130,0,3/25/2018,Canceled,1
2,2,0,1,Meal Plan 1,0,Room_Type 6,4,Online,0,0,0,240,1,3/25/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,120,1,10/1/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,71.33,1,12/31/2017,Not_Canceled,0
3,0,0,4,Meal Plan 1,0,Room_Type 4,106,Online,0,0,0,152.1,0,8/24/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,55,Offline,0,0,0,56,0,2/24/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,65.83,0,10/23/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,85.5,2,10/30/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,239,Online,0,0,0,96.3,1,10/28/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 2,166,Online,0,0,0,73.6,2,4/21/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Offline,0,0,0,65,0,4/29/2018,Canceled,1
1,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,80.5,0,9/4/2017,Not_Canceled,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,152.1,1,8/16/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,75,0,5/1/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,9,Complementary,0,0,0,0,1,10/10/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Offline,0,0,0,65,0,4/29/2018,Canceled,1
2,0,0,5,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,72.25,3,10/27/2017,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 4,96,Offline,0,0,0,78.2,0,11/6/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 4,16,Corporate,0,0,0,76,0,3/8/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,0,90,0,6/14/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,114,2,11/25/2018,Not_Canceled,0
2,1,0,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,115.2,2,3/24/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,10,65.5,0,2/24/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,94.32,0,9/17/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,86.35,1,3/11/2018,Not_Canceled,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,127.8,1,4/28/2018,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 1,197,Online,0,0,0,116.1,1,9/15/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100,0,10/3/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115,1,8/18/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,106,Offline,0,0,0,77.33,0,3/22/2018,Not_Canceled,0
2,2,0,2,Meal Plan 1,0,Room_Type 6,2,Online,0,0,0,220,2,7/29/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,15,Online,0,0,0,79,0,2/12/2018,Canceled,1
2,0,0,1,Not Selected,0,Room_Type 1,184,Online,0,0,0,103.5,1,8/13/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,76,Offline,0,0,0,80.75,1,5/17/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Online,0,0,0,117.9,1,8/16/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,139.5,2,9/29/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,93.6,0,11/19/2018,Canceled,1
1,0,2,3,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,65,0,9/13/2017,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,80,0,10/16/2017,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100,0,5/31/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,76.58,1,5/16/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,45,Corporate,1,1,4,65,0,4/10/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,62.8,0,4/20/2018,Canceled,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,6,0,6/6/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 2,72,Online,0,0,0,78.15,0,3/19/2018,Canceled,1
1,0,0,3,Meal Plan 2,0,Room_Type 1,13,Offline,0,0,0,73,0,4/26/2018,Not_Canceled,0
3,0,0,1,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,168.3,0,8/10/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,10/16/2017,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,75,Corporate,1,1,6,65,0,6/15/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,0,10/1/2018,Canceled,1
2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,137,2,8/17/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,99.3,1,4/29/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,0,0,12/10/2017,Not_Canceled,0
2,0,2,5,Meal Plan 2,0,Room_Type 1,5,Offline,0,0,0,100,1,8/25/2017,Not_Canceled,0
1,0,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,103,0,4/10/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,111.3,1,8/5/2018,Not_Canceled,0
2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140,1,9/28/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,126.9,1,6/20/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 4,40,Offline,0,0,0,60,0,11/7/2017,Not_Canceled,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,9/30/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,103.44,2,4/27/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,119.85,1,5/31/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,0,0,0,58,0,9/17/2017,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,26,Online,0,0,0,115,0,4/15/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65,1,10/12/2017,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 4,267,Online,0,0,0,105.83,1,10/24/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,143,0,9/4/2017,Not_Canceled,0
0,2,0,3,Meal Plan 1,0,Room_Type 2,178,Online,0,0,0,94.62,1,8/23/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,105.3,0,8/13/2018,Canceled,1
2,0,2,1,Meal Plan 2,0,Room_Type 1,128,Offline,0,0,0,142.25,0,6/26/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,135,Online,0,0,0,119.85,2,6/16/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65,0,12/4/2017,Not_Canceled,0
1,0,2,4,Not Selected,0,Room_Type 1,3,Online,0,0,0,54,0,1/3/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,83.85,2,6/8/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,9/18/2017,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,95,1,11/25/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,106.2,1,6/2/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115,0,7/21/2018,Canceled,1
2,1,1,1,Not Selected,0,Room_Type 1,56,Online,0,0,0,125.1,1,8/6/2018,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,80.1,0,4/18/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81,0,2/19/2018,Not_Canceled,0
2,0,1,0,Not Selected,0,Room_Type 1,76,Online,0,0,0,116.1,0,5/22/2018,Canceled,1
1,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,87,0,8/14/2017,Not_Canceled,0
2,1,2,5,Not Selected,0,Room_Type 1,74,Online,0,0,0,61.08,1,10/31/2018,Not_Canceled,0
1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,99,1,7/20/2018,Not_Canceled,0
2,0,3,6,Meal Plan 2,0,Room_Type 1,190,Online,0,0,0,128.92,0,8/22/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,361,Online,1,1,0,91,0,11/4/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,97,Offline,0,0,0,63.75,1,7/3/2017,Canceled,1
2,0,1,2,Not Selected,0,Room_Type 1,52,Offline,0,0,0,85,0,4/22/2018,Not_Canceled,0
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60,0,2/28/2018,Canceled,1
3,0,2,2,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,150.3,2,7/2/2018,Not_Canceled,0
2,1,2,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,154.4,2,3/18/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,89,1,4/8/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115,0,7/21/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,111.6,1,12/26/2018,Not_Canceled,0
2,2,2,1,Meal Plan 1,0,Room_Type 6,46,Online,0,0,0,181.8,0,9/3/2018,Canceled,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110,0,6/6/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Offline,0,0,0,115,1,6/15/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,80.75,0,6/18/2018,Not_Canceled,0
1,0,1,1,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,86.4,1,11/26/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,Offline,0,0,0,110,0,9/19/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,122,2,8/17/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,201,Offline,0,0,0,72.08,0,7/6/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95,0,9/30/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,138,0,12/30/2018,Not_Canceled,0
3,0,0,1,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,168.3,0,7/14/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80,0,5/19/2018,Canceled,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130,0,3/25/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 4,64,Online,0,0,0,153,0,7/14/2018,Canceled,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,163,Online,0,0,0,105.3,2,8/1/2018,Canceled,1
2,0,2,2,Meal Plan 1,1,Room_Type 1,169,Online,0,0,0,118.25,2,4/23/2018,Canceled,1
2,0,2,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,95.1,0,6/26/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,6/10/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,90.78,0,11/26/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 2,57,Online,0,0,0,23,0,2/8/2018,Not_Canceled,0
2,2,1,1,Meal Plan 1,0,Room_Type 6,26,Online,0,0,0,206.5,4,8/29/2018,Not_Canceled,0
1,0,1,4,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,122.4,0,8/17/2018,Canceled,1
1,0,2,3,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,90.98,1,9/20/2017,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,75,0,9/30/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,88,0,3/30/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,143,0,5/11/2018,Canceled,1
2,0,0,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,135,2,10/7/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,139,Online,0,0,0,107.87,1,8/22/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,10/16/2017,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,75.95,1,3/7/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,63,Online,0,0,0,116.1,0,5/7/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89,0,11/4/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130,0,11/5/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,96.3,0,10/28/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,89.89,2,11/27/2018,Not_Canceled,0
3,0,0,4,Meal Plan 1,1,Room_Type 4,141,Online,0,0,0,167.4,0,8/31/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,110,1,9/8/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Corporate,1,6,58,65,2,12/28/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,99.45,0,4/11/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,253,Offline,0,0,0,90,0,5/4/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,65.45,2,11/23/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,159,1,9/23/2018,Canceled,1
3,0,1,3,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,137.7,0,8/1/2018,Canceled,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,206,Online,0,0,0,96.3,2,7/25/2018,Not_Canceled,0
